代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,折溢 價％,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6535,順藥,,,,157.5,-0.5,-0.32,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,,0.05,,0.09,0.03,0.01,0.09,0.06,-0.02,0.13,0.03,0.23
6547,高端疫苗,,,,51,+2.75,+5.7,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,,,,,,,,0.02,,0.02,0.1,-0.02
6560,欣普羅,,,,31.35,-2.25,-6.7,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,,,0.09,0.07,,-0.01,0.1,0,-0.04,0.01,-0.06,0.09
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6576,逸達,,,,64.5,+0.4,+0.62,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,,,,,,,,0.02,,0.01,0,0.02
6588,東典光電,,,,27.5,-0.15,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6589,台康生技,,,,63.2,+1.1,+1.77,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,2016Q4,,,,,,,,,,,0.02,0.25
6616,特昇-KY,,,,10.05,+0.05,+0.5,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,,,,,,,,,,,0,-0.01
6617,共信-KY,,,,82.6,+4.8,+6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6649,台生材,,,,37,+0.5,+1.37,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,,,,,,,,,,,0,0.04
6654,天正國際,,,,68,-0.4,-0.58,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,,,,,,,,,,0.01,0.06,-0.06
6684,安格,,,,41.75,+0.1,+0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6708,天擎,,,,40.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6733,博晟生醫,,,,26.6,+0.05,+0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6767,台微醫,,,,29.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6804,明係,,,,22.55,+0.05,+0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6823,濾能,,,,41.05,-0.85,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6872,浩宇生醫,,,,24.8,+0.2,+0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6875,國邑*,,,,47.5,+0.7,+1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
6929,佑全,,,,32.8,-0.2,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
8024,佑華,,,,13.85,+1.25,+9.92,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.03,0.02,0.03,0.06,0,0,0.09,0.02,0,0.01,-0.04,0.07
8027,鈦昇,,,,77.1,0,0,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.01,-0.01,0.09,0.15,-0.03,-0.02,0.11,0,-0.11,-0.03,-0.06,0.07
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
8038,長園科,,,,20.5,+0.55,+2.76,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0,-0.02,0.05,0.09,-0.07,-0.02,0.34,0.1,0.07,0.14,-0.23,0.02
8040,九暘,,,,51.5,-1.7,-3.2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.02,0.01,0.01,-0.02,0,0,0.1,0.01,0.03,0.1,-0.26,0.01
8044,網家,,,,35.75,+0.3,+0.85,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,0.07,0.13,0.08,0.15,0.01,0.06,0.13,0.1,0.04,0.12,0.01,-0.07
8047,星雲,,,,13.05,-0.25,-1.88,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.02,0,0.01,0.01,-0.03,0.04,-0.05,-0.02,0,-0.03,0,-0.05
8054,安國,,,,73.5,-0.1,-0.14,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,2016Q4,0.11,-0.01,0.07,0.13,0.02,0.14,0.15,0.04,-0.02,0.77,-0.1,0.06
8059,凱碩,,,,22.15,-0.2,-0.89,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.13,-0.01,0.1,0.07,0.01,0.03,0.21,0.03,0.37,-0.02,0.06,0.03
8067,志旭,,,,14.05,+0.05,+0.36,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,2016Q4,-0.01,0.04,0.02,0.12,0,0,0.03,-0.01,0.01,0.01,0.02,-0.92
8071,能率網通,,,,17.8,-0.1,-0.56,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,2016Q4,0.03,-0.01,-0.04,-0.11,0.37,0.05,0.22,-0.13,-0.04,0.27,-0.04,0.04
8080,泰霖,,,,28.8,+0.05,+0.17,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,2016Q4,0.02,0,0.02,0.07,0,0,-0.16,-0.36,0,0.17,0.01,-0.06
8085,福華,,,,20.75,-0.3,-1.43,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,2016Q4,0.31,0.54,1.29,0.05,0.04,-0.13,0.29,-0.21,-0.13,0.09,3.53,0.49
8092,建暐,,,,15.1,-0.05,-0.33,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.01,-0.01,0.01,0.02,0.06,-0.03,-0.02,-0.01,-0.01,0.05,0.03,-0.03
8093,保銳,,,,14.9,-0.85,-5.4,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.09,-0.08,-0.07,0.06,-0.18,-0.02,0.27,0.08,0.18,0.12,-0.03,0.03
8171,天宇,,,,38.6,+0.45,+1.18,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,0.38,-0.07,0.18,0.2,-0.03,-0.1,0.4,-0.04,-0.07,0,-0.22,0.2
8277,商丞,,,,9.3,-0.03,-0.32,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.01,-0.06,0.03,0.33,-0.06,-0.06,0.11,-0.03,-0.06,-0.02,-0.08,0.02
8291,尚茂,,,,4.57,-0.43,-8.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.02,-0.01,0,0.02,0,-0.01,0.01,0,0,0,-0.02,0.01
8421,旭源,,,,12,+0.05,+0.42,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.03,-0.2,0,0.16,-0.13,-0.05,0.1,0.01,-0.01,0.17,-0.28,0.21
8444,綠河-KY,,,,18.05,-0.05,-0.28,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,2016Q4,-0.2,-0.03,-0.07,-0.25,-0.08,0.13,-0.27,0.01,0.07,-0.07,-0.23,-0.2
8450,霹靂,,,,17.6,+0.1,+0.57,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.09,0.02,0.06,0.07,0.02,0.01,0.2,0.04,-0.05,0.19,0.03,0.41
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
8455,大拓-KY,,,,21.9,-0.7,-3.1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,-0.02,0,-0.02,0.11,-0.02,0,-0.02,-0.01,-0.04,-0.01,-0.01,-0.01
8472,夠麻吉,,,,24.5,-0.85,-3.35,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,,0.04,0.01,0.04,0.02,0.05,0.01,0.04,0.03,0.01,0,0.01
8477,創業家,,,,12.3,-0.4,-3.15,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,,0.01,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.04
8489,三貝德,,,,30.9,+0.4,+1.31,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,,,0.01,-0.17,,0.04,0.01,0.01,-0.03,0.01,0,0.01
8906,花王,,,,24.65,+0.15,+0.61,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,-0.01,0.01,0,-0.01,0,0,-0.01,0,-0.02,0.02,0
8921,沈氏,,,,21.1,-1.4,-6.22,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.09,0.04,0.03
8933,愛地雅,,,,6.98,-0.12,-1.69,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,2016Q4,0.08,0.02,0.27,0.59,-0.35,0.01,0.83,0.07,-0.22,-0.41,-0.12,0.52
8935,邦泰,,,,14.3,0,0,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,2016Q4,0.1,-0.03,-0.04,-0.16,0.09,0.02,-0.14,-0.1,0,-0.07,-0.65,-0.14
9949,琉園,,,,19.55,+1.1,+5.96,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.01,0.02,0.04,0.08,0,0.01,0.02,-0.04,0,0.02,-0.01,0.01
